Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,pH_Level,Temperature_C,Rainfall_mm,Recommended_Fertilizer
54.34,49.29,309.38,5.54,44.8,982.1,Urea (High N)
412.15,50.76,367.87,7.2,38.1,190.5,Standard Balanced NPK
86.51,16.55,237.67,7.09,25.5,965.4,Standard Balanced NPK
177.73,64.53,150.66,5.8,33.4,791.8,Standard Balanced NPK
430.02,63.89,375.6,5.43,25.1,780.2,Lime & Urea
430.24,22.8,323.52,7.94,44.1,550.6,Standard Balanced NPK
279.38,26.65,275.6,8.71,42.0,110.7,Gypsum & DAP
302.73,75.35,330.81,4.74,32.0,691.7,Lime & Urea
229.38,66.93,143.73,5.1,38.4,661.3,Lime & Urea
167.28,57.33,407.27,7.39,42.3,691.9,Standard Balanced NPK
181.47,11.17,476.67,8.12,22.3,956.8,Standard Balanced NPK
319.01,36.37,451.0,8.06,32.4,519.9,Standard Balanced NPK
350.95,46.95,194.65,7.74,29.5,477.1,Standard Balanced NPK
366.63,19.06,232.7,8.49,38.1,796.9,DAP (High P)
365.85,38.62,413.78,5.48,26.4,929.2,Lime & Urea
86.48,50.08,317.8,4.98,36.3,894.3,Lime & Urea
247.77,29.55,296.56,7.27,27.1,1334.3,Standard Balanced NPK
73.02,63.57,466.99,8.2,18.3,1176.8,Urea (High N)
269.81,68.03,291.21,7.12,18.2,173.1,Standard Balanced NPK
226.61,29.27,281.72,8.83,18.6,888.9,Gypsum & DAP
405.08,67.9,68.91,8.08,16.0,684.9,MOP (High K)
190.37,12.77,81.24,7.65,31.0,605.5,Standard Balanced NPK
96.83,67.83,53.34,4.77,35.2,1441.1,Lime & Urea
107.2,16.46,460.96,4.98,18.8,739.5,Lime & Urea
354.6,11.22,233.77,8.03,33.4,1107.2,DAP (High P)
297.29,53.13,260.85,5.39,32.9,1453.9,Lime & Urea
90.45,40.4,430.42,4.63,19.4,311.4,Lime & Urea
83.64,73.09,324.16,8.6,27.1,176.5,Gypsum & DAP
330.39,32.24,324.28,8.51,37.7,539.1,Gypsum & DAP
79.11,26.54,183.44,5.48,15.5,162.2,Lime & Urea
378.74,42.56,425.26,8.01,19.4,263.5,Standard Balanced NPK
332.5,39.2,124.62,4.72,44.9,1488.4,Lime & Urea
82.54,30.83,73.92,5.78,37.0,1444.3,Standard Balanced NPK
83.94,57.03,136.22,7.31,28.9,1067.8,Standard Balanced NPK
444.66,61.97,170.48,7.93,33.9,1154.2,Standard Balanced NPK
199.71,68.97,177.04,4.55,40.4,296.7,Lime & Urea
198.26,77.96,351.73,5.97,40.3,933.3,Standard Balanced NPK
375.12,25.0,148.02,5.46,24.7,316.2,Lime & Urea
428.9,58.71,354.5,8.99,29.7,629.7,Gypsum & DAP
444.4,34.57,91.01,7.52,34.1,583.5,MOP (High K)
351.35,55.78,116.24,6.33,17.2,959.5,MOP (High K)
200.5,40.7,278.97,4.84,43.4,211.6,Lime & Urea
83.4,79.53,464.85,7.19,28.0,244.8,Urea (High N)
360.86,59.67,436.81,7.39,26.1,953.9,Standard Balanced NPK
273.36,76.44,485.94,8.17,42.2,990.6,Standard Balanced NPK
219.69,67.62,342.72,5.8,18.5,575.8,Standard Balanced NPK
412.54,72.72,354.12,8.92,16.2,305.6,Gypsum & DAP
94.48,66.08,331.26,6.48,35.6,1340.5,Urea (High N)
247.05,39.44,330.27,5.83,26.6,174.1,Standard Balanced NPK
54.54,23.88,116.2,6.07,37.9,1104.3,Standard Balanced NPK
237.46,32.77,294.68,6.84,17.1,296.1,Standard Balanced NPK
72.52,6.52,223.73,8.72,26.5,992.3,Gypsum & DAP
97.53,44.3,249.14,7.81,22.1,1029.1,Urea (High N)
97.01,42.88,285.62,7.1,37.2,1226.0,Urea (High N)
309.68,44.39,107.78,5.23,21.8,653.0,Lime & Urea
348.42,78.05,211.77,5.17,28.7,130.5,Lime & Urea
283.35,73.36,78.55,6.76,39.6,1235.5,MOP (High K)
434.87,17.13,490.85,7.78,42.5,721.7,DAP (High P)
199.95,32.67,103.34,7.88,36.7,1285.9,Standard Balanced NPK
164.28,36.8,166.34,5.52,27.9,1186.4,Standard Balanced NPK
397.44,32.04,451.08,4.95,32.2,797.6,Lime & Urea
139.44,64.89,267.22,6.23,35.7,1499.2,Urea (High N)
435.29,44.3,111.04,8.63,41.2,746.9,Gypsum & DAP
54.86,47.91,222.9,6.95,41.7,1075.1,Urea (High N)
437.95,68.98,102.14,5.94,42.9,1037.7,MOP (High K)
67.26,65.44,140.1,5.96,39.3,825.3,Standard Balanced NPK
406.46,14.92,73.41,5.09,19.4,919.5,Lime & Urea
261.08,58.54,247.2,6.63,37.4,1218.1,Standard Balanced NPK
447.19,37.66,412.99,8.06,39.4,900.3,Standard Balanced NPK
79.52,27.1,313.69,8.86,41.3,730.2,Gypsum & DAP
271.54,8.75,322.86,6.76,42.7,1026.9,DAP (High P)
437.72,41.54,140.26,5.25,30.3,149.7,Lime & Urea
259.24,31.66,204.75,7.57,34.7,252.9,Standard Balanced NPK
301.76,23.86,430.36,7.91,15.3,275.6,Standard Balanced NPK
328.3,57.1,89.54,4.82,32.2,696.1,Lime & Urea
231.82,62.71,436.07,8.33,29.2,1320.5,Standard Balanced NPK
301.02,23.36,267.66,8.23,43.9,1000.6,Standard Balanced NPK
283.73,8.71,426.72,6.63,42.1,1461.7,DAP (High P)
410.46,68.66,193.1,7.02,38.9,155.9,Standard Balanced NPK
68.18,5.75,202.48,7.71,16.7,1110.8,Standard Balanced NPK
162.39,75.28,388.22,7.55,27.1,539.9,Standard Balanced NPK
430.16,52.07,403.25,4.57,35.9,132.6,Lime & Urea
406.11,29.14,153.34,5.05,15.9,1256.3,Lime & Urea
232.26,23.49,487.79,5.23,22.1,327.8,Lime & Urea
298.05,5.68,88.02,7.9,41.6,399.7,Standard Balanced NPK
160.95,22.66,80.83,6.48,18.9,576.7,Standard Balanced NPK
125.25,15.33,317.98,6.95,16.5,1203.7,Standard Balanced NPK
235.48,50.91,375.23,7.98,32.4,974.4,Standard Balanced NPK
191.34,17.49,482.4,6.03,43.4,470.8,Standard Balanced NPK
283.46,44.65,232.23,7.87,40.0,335.9,Standard Balanced NPK
81.09,49.26,61.38,6.49,44.2,253.4,Standard Balanced NPK
439.76,27.35,321.3,6.2,37.6,309.7,Standard Balanced NPK
444.48,7.63,180.36,6.0,28.1,1315.4,Standard Balanced NPK
329.26,7.79,244.83,8.84,43.4,1391.8,Gypsum & DAP
264.44,6.98,269.81,7.97,27.8,1455.1,DAP (High P)
173.81,60.43,79.03,4.59,25.5,1268.6,Lime & Urea
375.52,28.85,268.69,8.81,28.4,1342.3,Gypsum & DAP
323.89,64.72,241.84,7.99,39.4,1242.5,Standard Balanced NPK
115.05,37.38,370.64,5.17,42.5,1441.3,Lime & Urea
414.37,38.97,340.55,4.84,25.7,1283.9,Lime & Urea
379.01,43.47,133.35,5.89,28.9,746.8,MOP (High K)
429.92,58.48,142.76,7.31,41.9,552.6,MOP (High K)
340.29,25.51,162.95,7.27,16.4,917.9,Standard Balanced NPK
295.37,14.12,130.53,5.74,38.5,951.5,Standard Balanced NPK
217.3,46.7,345.75,6.51,28.6,904.9,Standard Balanced NPK
423.09,29.52,497.49,5.45,26.3,1089.4,Lime & Urea
396.43,38.19,343.45,4.73,28.4,1078.6,Lime & Urea
68.09,53.52,323.01,6.83,27.6,222.1,Urea (High N)
60.55,42.06,234.47,6.06,37.7,499.7,Urea (High N)
200.59,51.52,190.66,6.94,42.8,1345.8,Standard Balanced NPK
374.22,45.82,459.98,8.76,29.7,926.0,Gypsum & DAP
444.91,60.48,486.05,5.15,40.0,559.9,Lime & Urea
110.17,57.95,273.55,4.51,37.0,1290.6,Lime & Urea
287.65,45.06,180.59,4.85,24.9,448.7,Lime & Urea
202.36,55.92,396.55,6.58,32.6,672.9,Standard Balanced NPK
437.97,70.52,109.61,7.68,35.0,486.8,MOP (High K)
386.85,37.42,394.51,7.11,15.7,1319.9,Standard Balanced NPK
385.33,35.96,418.53,6.73,26.9,1119.6,Standard Balanced NPK
237.48,62.32,106.21,6.09,44.8,744.3,MOP (High K)
215.93,48.69,489.59,5.89,34.1,1405.2,Standard Balanced NPK
159.36,10.33,493.48,6.19,25.0,1398.4,Standard Balanced NPK
72.55,71.91,471.52,7.25,22.5,1096.1,Urea (High N)
395.89,7.31,273.22,5.25,21.3,1348.8,Lime & Urea
375.16,61.13,160.73,7.97,27.0,1107.2,Standard Balanced NPK
449.89,61.91,311.9,7.09,20.8,979.5,Standard Balanced NPK
448.65,76.48,238.97,5.71,19.1,689.1,Standard Balanced NPK
272.17,9.06,142.68,6.76,25.9,482.9,Standard Balanced NPK
357.59,49.76,240.65,8.83,33.2,184.4,Gypsum & DAP
427.91,37.09,348.75,4.59,19.4,1221.2,Lime & Urea
389.86,29.8,81.91,5.4,16.3,271.0,Lime & Urea
148.94,11.77,200.04,6.52,16.0,674.5,Standard Balanced NPK
230.22,47.2,58.01,7.37,23.0,428.5,MOP (High K)
101.66,40.93,387.27,5.46,20.7,736.5,Lime & Urea
431.62,12.84,338.31,8.69,31.2,541.0,Gypsum & DAP
292.47,50.94,78.2,7.39,28.7,1261.6,MOP (High K)
141.46,60.35,484.13,8.45,24.7,1469.4,Urea (High N)
318.68,62.55,60.18,5.98,40.0,1418.2,MOP (High K)
297.25,72.9,315.48,8.23,30.1,971.3,Standard Balanced NPK
193.27,35.71,399.37,6.2,17.7,1471.0,Standard Balanced NPK
95.42,76.48,404.55,5.64,23.9,661.0,Urea (High N)
318.63,69.91,65.43,8.6,44.2,831.5,Gypsum & DAP
258.12,27.24,457.89,4.91,44.3,459.6,Lime & Urea
358.93,16.95,463.3,8.74,22.6,1357.2,Gypsum & DAP
258.07,37.65,302.63,6.56,20.0,351.6,Standard Balanced NPK
390.87,35.14,266.94,8.97,29.9,954.7,Gypsum & DAP
270.76,48.18,70.19,6.93,29.4,1219.2,MOP (High K)
274.38,48.75,302.88,7.91,27.3,933.6,Standard Balanced NPK
400.66,61.25,234.22,4.53,30.9,210.3,Lime & Urea
211.39,43.24,397.76,6.74,22.0,956.0,Standard Balanced NPK
103.61,12.86,231.75,7.82,18.4,1173.9,Standard Balanced NPK
61.51,69.37,357.61,8.02,32.1,363.0,Urea (High N)
352.05,28.23,95.63,5.21,43.0,1131.7,Lime & Urea
298.12,77.85,109.83,6.39,19.1,1330.0,MOP (High K)
331.63,13.84,112.87,6.39,36.1,1481.0,Standard Balanced NPK
135.19,76.87,70.49,4.97,28.1,674.1,Lime & Urea
104.55,11.83,293.6,6.49,23.8,135.2,Standard Balanced NPK
55.82,22.33,407.29,8.13,40.6,686.7,Standard Balanced NPK
190.24,8.49,324.69,5.85,28.7,1024.3,Standard Balanced NPK
285.97,57.88,308.73,6.45,32.5,1347.9,Standard Balanced NPK
206.9,68.77,356.28,8.82,28.3,1413.3,Gypsum & DAP
224.99,37.56,202.84,4.64,17.4,1373.4,Lime & Urea
411.66,74.64,212.88,7.16,32.8,1021.1,Standard Balanced NPK
189.3,49.27,191.42,7.85,27.6,1055.5,Standard Balanced NPK
255.6,52.25,370.45,7.92,17.6,103.3,Standard Balanced NPK
363.46,68.41,122.74,7.72,32.9,609.2,MOP (High K)
208.62,27.26,55.86,7.77,15.3,1369.6,Standard Balanced NPK
298.83,31.57,318.29,4.77,21.3,1065.5,Lime & Urea
394.95,72.95,474.07,6.9,38.4,755.1,Standard Balanced NPK
429.81,72.57,324.23,8.02,16.1,246.0,Standard Balanced NPK
108.83,78.24,402.31,4.92,34.4,444.8,Lime & Urea
420.64,72.64,352.76,4.55,43.5,876.9,Lime & Urea
246.85,14.55,273.85,8.17,20.1,1356.5,DAP (High P)
153.3,66.78,373.28,7.71,27.5,234.1,Standard Balanced NPK
233.65,35.74,420.85,6.35,32.3,315.3,Standard Balanced NPK
442.01,79.31,151.13,8.73,28.5,1017.0,Gypsum & DAP
247.05,40.42,201.26,7.95,33.6,511.8,Standard Balanced NPK
181.5,46.54,150.68,8.86,27.1,337.6,Gypsum & DAP
303.36,44.73,253.48,8.68,19.5,349.8,Gypsum & DAP
146.06,29.13,448.28,6.67,17.7,789.7,Standard Balanced NPK
80.35,10.63,205.34,7.9,37.3,917.2,Standard Balanced NPK
101.55,72.17,218.51,7.51,22.2,1366.1,Urea (High N)
101.22,65.2,437.17,8.15,40.4,841.7,Urea (High N)
110.76,15.46,281.92,8.04,37.3,1067.8,Standard Balanced NPK
105.53,63.26,290.95,5.19,16.5,353.0,Lime & Urea
306.35,51.94,437.36,5.55,21.0,1098.8,Standard Balanced NPK
122.75,35.69,270.74,5.7,23.8,1008.2,Urea (High N)
188.27,24.05,356.7,8.18,32.8,402.7,Standard Balanced NPK
408.72,69.48,88.54,8.15,39.3,1037.1,MOP (High K)
239.58,57.51,130.38,6.73,16.8,396.1,MOP (High K)
317.02,46.08,231.97,7.11,22.5,931.0,Standard Balanced NPK
118.93,50.72,272.68,8.22,26.3,1036.4,Urea (High N)
126.92,11.83,484.58,5.91,20.5,1070.7,Standard Balanced NPK
66.35,40.54,486.79,4.73,31.4,1373.0,Lime & Urea
117.57,19.53,433.04,6.67,29.3,1427.0,Standard Balanced NPK
161.44,20.63,192.02,8.61,24.5,1234.3,Gypsum & DAP
120.8,54.6,483.81,8.06,30.5,1330.2,Urea (High N)
85.48,73.34,360.2,6.15,25.7,127.1,Urea (High N)
98.25,35.28,226.82,4.79,25.3,607.7,Lime & Urea
234.31,20.58,365.75,7.37,23.0,155.6,Standard Balanced NPK
132.53,53.66,57.44,8.26,31.2,414.8,Standard Balanced NPK
195.71,70.34,115.77,7.49,28.3,634.4,Standard Balanced NPK
251.37,61.12,423.36,6.41,20.9,1314.6,Standard Balanced NPK
326.16,70.16,340.51,5.06,15.4,816.5,Lime & Urea
65.72,45.24,213.89,8.6,19.5,1008.4,Gypsum & DAP
369.76,61.39,275.3,5.74,16.3,607.9,Standard Balanced NPK
301.16,15.5,457.31,5.51,27.9,944.1,DAP (High P)
82.7,31.12,334.21,8.17,21.8,1241.8,Urea (High N)
399.43,34.22,229.17,8.92,27.6,521.7,Gypsum & DAP
418.35,43.35,104.15,7.47,24.9,1405.2,MOP (High K)
74.43,74.68,182.19,7.31,31.1,398.6,Standard Balanced NPK
160.75,70.57,490.25,5.94,36.7,1387.0,Standard Balanced NPK
372.48,15.09,246.81,4.59,29.4,139.6,Lime & Urea
349.3,17.96,262.33,5.36,16.9,859.9,Lime & Urea
123.81,31.82,274.37,7.13,15.5,1479.2,Urea (High N)
133.74,26.81,447.85,5.18,21.4,953.7,Lime & Urea
198.19,51.11,321.77,8.48,27.7,876.8,Standard Balanced NPK
243.81,72.71,362.15,5.35,16.3,1055.5,Lime & Urea
297.3,77.17,225.24,6.85,24.8,505.0,Standard Balanced NPK
197.57,54.02,63.09,6.8,41.6,175.5,Standard Balanced NPK
235.01,67.86,468.94,7.22,17.7,451.5,Standard Balanced NPK
348.99,44.39,477.11,5.97,43.5,346.7,Standard Balanced NPK
64.67,20.62,477.12,8.43,40.7,1393.0,Standard Balanced NPK
150.97,44.35,474.66,6.5,40.0,1293.2,Standard Balanced NPK
335.34,46.63,416.86,7.65,40.9,544.8,Standard Balanced NPK
408.08,60.68,358.07,7.36,17.4,1270.5,Standard Balanced NPK
254.67,21.49,430.03,5.03,19.5,396.5,Lime & Urea
262.85,32.62,320.25,7.3,19.0,379.4,Standard Balanced NPK
92.87,32.3,110.47,6.98,18.3,1174.5,Standard Balanced NPK
228.96,76.96,226.05,8.54,24.8,557.7,Gypsum & DAP
263.05,38.3,487.08,8.46,39.9,190.7,Standard Balanced NPK
146.99,61.63,208.01,5.18,22.6,1108.0,Lime & Urea
157.7,61.31,440.52,4.87,22.3,1485.4,Lime & Urea
200.91,24.92,91.95,5.83,35.3,892.4,Standard Balanced NPK
58.03,47.89,200.38,8.94,17.9,469.1,Gypsum & DAP
178.83,72.07,207.93,4.6,25.8,622.1,Lime & Urea
134.58,40.64,73.22,7.53,23.9,1008.1,Standard Balanced NPK
181.0,75.88,103.59,7.24,40.4,1081.9,Standard Balanced NPK
97.9,21.08,136.92,7.41,30.4,1340.9,Standard Balanced NPK
406.21,10.56,427.02,5.48,34.4,1372.4,Lime & Urea
287.44,71.86,78.53,5.52,18.9,1305.8,MOP (High K)
321.64,68.58,184.42,6.44,42.9,1007.9,Standard Balanced NPK
365.67,79.44,54.58,4.93,24.7,729.8,Lime & Urea
249.38,55.95,363.03,4.84,36.2,1051.0,Lime & Urea
84.77,75.25,329.14,4.9,43.6,1033.2,Lime & Urea
264.84,67.02,340.24,7.08,30.3,405.2,Standard Balanced NPK
284.74,68.33,218.47,6.29,30.2,810.6,Standard Balanced NPK
348.18,47.69,143.72,5.82,18.5,391.5,MOP (High K)
222.66,33.68,374.14,5.92,26.7,1358.8,Standard Balanced NPK
101.03,75.09,415.0,5.43,40.6,552.5,Lime & Urea
163.51,37.41,112.37,6.35,19.1,1227.6,Standard Balanced NPK
195.23,45.41,269.07,5.41,42.5,628.1,Lime & Urea
308.37,38.46,161.92,7.64,35.0,1169.2,Standard Balanced NPK
278.31,47.36,125.65,5.06,27.6,409.3,Lime & Urea
192.44,40.29,380.45,8.77,31.4,1169.2,Gypsum & DAP
444.61,8.6,292.14,4.9,19.5,351.3,Lime & Urea
292.31,71.15,147.28,8.75,21.5,787.1,Gypsum & DAP
144.89,38.33,189.5,8.25,23.6,259.1,Standard Balanced NPK
90.71,49.17,484.99,7.56,26.5,839.1,Urea (High N)
111.14,15.44,431.91,8.61,42.5,1249.0,Gypsum & DAP
148.38,5.25,445.98,5.13,26.0,1157.8,Lime & Urea
114.27,23.4,257.01,5.29,30.7,171.0,Lime & Urea
124.63,57.84,330.71,5.63,19.9,789.0,Urea (High N)
164.04,12.44,219.55,5.6,37.1,1293.1,Standard Balanced NPK
119.35,73.17,84.97,5.9,31.8,1010.1,Standard Balanced NPK
408.71,21.13,230.48,7.09,28.2,182.9,Standard Balanced NPK
82.09,20.34,317.29,4.63,43.4,555.9,Lime & Urea
259.8,18.61,179.21,6.22,41.7,879.2,Standard Balanced NPK
214.16,6.05,431.58,5.61,34.8,341.7,DAP (High P)
442.95,62.89,118.0,7.23,42.7,1054.7,MOP (High K)
94.82,70.63,215.21,8.93,31.9,988.8,Gypsum & DAP
209.14,51.06,106.21,6.83,39.8,383.4,MOP (High K)
437.79,19.11,232.17,6.42,27.3,870.6,DAP (High P)
396.2,26.4,67.85,6.16,17.6,1236.4,Standard Balanced NPK
376.83,40.69,172.65,8.03,44.8,624.8,Standard Balanced NPK
153.16,76.58,230.33,4.82,20.0,445.8,Lime & Urea
118.36,23.55,265.17,8.82,22.5,1081.7,Gypsum & DAP
317.46,59.87,294.66,6.38,19.9,199.1,Standard Balanced NPK
421.75,37.96,173.75,5.91,25.1,1265.7,Standard Balanced NPK
272.71,27.34,285.37,8.88,23.7,1420.8,Gypsum & DAP
278.65,39.19,279.05,8.71,33.0,1450.7,Gypsum & DAP
161.99,10.34,192.28,7.39,44.9,705.6,Standard Balanced NPK
357.8,64.9,423.59,4.58,16.6,972.5,Lime & Urea
124.82,23.25,295.54,7.87,38.4,1300.3,Standard Balanced NPK
179.47,59.41,199.52,6.01,18.8,412.8,Standard Balanced NPK
220.17,10.13,476.3,6.25,15.6,138.8,DAP (High P)
253.04,76.63,430.3,5.21,34.2,638.4,Lime & Urea
146.96,19.48,492.16,6.86,41.2,1338.1,Standard Balanced NPK
95.93,71.21,361.51,7.85,20.3,807.1,Urea (High N)
294.25,65.71,220.2,5.73,25.2,842.3,Standard Balanced NPK
165.45,77.59,176.39,8.72,20.1,1068.1,Gypsum & DAP
282.5,40.84,348.49,5.38,42.2,904.3,Lime & Urea
111.75,59.55,491.37,4.8,23.1,176.3,Lime & Urea
242.46,32.8,332.02,7.4,28.3,885.2,Standard Balanced NPK
263.04,18.83,446.73,8.32,41.8,1007.1,DAP (High P)
70.73,38.23,198.1,8.79,31.6,998.2,Gypsum & DAP
184.64,17.43,233.13,7.95,43.0,1119.7,Standard Balanced NPK
103.77,78.65,457.82,5.4,42.8,827.9,Lime & Urea
75.35,12.22,390.59,8.9,28.8,1360.1,Gypsum & DAP
445.98,49.19,491.63,8.64,32.5,750.0,Gypsum & DAP
178.94,51.98,398.64,5.23,21.9,825.5,Lime & Urea
373.95,45.36,251.83,7.01,44.7,1192.4,Standard Balanced NPK
151.86,54.66,288.98,7.0,23.3,1266.5,Standard Balanced NPK
322.6,13.71,455.23,6.49,38.5,1007.7,DAP (High P)
354.09,46.63,298.24,8.93,24.4,276.9,Gypsum & DAP
288.26,26.54,164.93,4.77,24.4,564.7,Lime & Urea
238.63,75.51,246.03,7.32,18.1,128.2,Standard Balanced NPK
214.74,62.16,282.34,5.42,31.8,513.6,Lime & Urea
189.55,77.94,93.52,6.87,22.3,898.3,Standard Balanced NPK
421.81,7.82,384.69,8.01,19.5,1227.3,DAP (High P)
382.25,26.38,99.21,5.61,21.8,919.9,Standard Balanced NPK
436.01,19.66,232.21,6.27,22.5,155.9,DAP (High P)
99.72,5.84,412.08,8.78,30.1,462.7,Gypsum & DAP
342.35,23.17,260.41,7.93,26.6,909.3,Standard Balanced NPK
425.34,55.91,428.91,7.08,17.3,1092.7,Standard Balanced NPK
122.49,22.33,203.85,5.5,31.1,1313.0,Lime & Urea
76.6,43.18,480.94,6.41,38.6,1454.7,Urea (High N)
346.45,71.59,144.26,7.98,32.2,1348.5,MOP (High K)
279.79,57.03,67.22,8.19,44.2,754.3,MOP (High K)
386.73,34.6,442.59,5.6,18.0,1145.7,Standard Balanced NPK
105.91,32.94,388.49,7.48,39.6,436.7,Urea (High N)
368.11,39.18,154.39,4.93,30.2,189.4,Lime & Urea
130.65,18.28,493.13,4.6,30.6,177.1,Lime & Urea
115.46,52.55,276.03,6.97,30.6,437.8,Urea (High N)
115.71,32.31,477.98,5.51,24.8,152.6,Urea (High N)
375.83,68.93,277.26,4.86,24.7,1290.4,Lime & Urea
316.08,61.74,262.34,7.78,34.0,785.9,Standard Balanced NPK
259.23,50.79,252.11,6.74,16.3,1235.3,Standard Balanced NPK
193.53,32.32,200.69,8.08,32.7,1415.9,Standard Balanced NPK
400.88,20.74,290.17,7.49,36.7,1491.5,Standard Balanced NPK
206.98,63.21,253.65,7.78,25.7,1412.0,Standard Balanced NPK
376.64,41.48,66.54,5.88,21.5,1103.2,MOP (High K)
225.65,21.86,167.2,5.68,21.4,718.8,Standard Balanced NPK
200.78,19.64,145.91,7.2,17.5,937.2,Standard Balanced NPK
235.07,17.41,440.35,5.4,17.7,1243.1,Lime & Urea
170.55,63.29,319.49,8.17,20.0,1356.6,Standard Balanced NPK
349.04,22.17,393.66,6.85,15.6,1439.1,Standard Balanced NPK
251.09,44.5,480.57,5.52,23.0,1122.8,Standard Balanced NPK
142.89,38.87,339.82,7.31,24.2,855.9,Urea (High N)
409.83,48.47,492.17,8.75,44.9,1455.7,Gypsum & DAP
203.56,70.79,190.29,4.87,44.8,1442.1,Lime & Urea
267.42,70.08,133.82,4.99,20.6,768.6,Lime & Urea
412.59,38.83,231.49,8.3,21.4,1008.1,Standard Balanced NPK
299.7,6.15,261.86,4.99,29.8,1233.0,Lime & Urea
96.76,36.98,452.91,4.68,19.5,706.3,Lime & Urea
425.93,50.46,301.97,6.07,30.1,1261.1,Standard Balanced NPK
301.08,46.83,181.48,6.6,27.0,256.0,Standard Balanced NPK
183.96,53.85,384.19,7.06,24.7,773.6,Standard Balanced NPK
105.71,16.56,277.62,6.78,39.7,775.7,Standard Balanced NPK
367.61,53.49,122.96,8.61,39.8,1058.5,Gypsum & DAP
298.03,18.7,309.57,7.96,44.6,263.0,DAP (High P)
263.38,61.29,460.13,8.93,21.7,244.5,Gypsum & DAP
407.56,30.43,429.18,6.64,41.6,1360.8,Standard Balanced NPK
365.44,58.24,314.06,4.88,31.1,525.2,Lime & Urea
110.67,8.59,219.69,8.8,32.7,557.7,Gypsum & DAP
174.69,35.59,89.14,4.52,41.9,1187.6,Lime & Urea
149.4,57.88,261.34,7.99,43.3,680.9,Urea (High N)
347.58,22.02,388.44,4.64,36.8,1266.1,Lime & Urea
63.41,64.65,212.12,7.93,25.4,662.1,Urea (High N)
277.96,52.31,155.95,8.72,29.7,1164.8,Gypsum & DAP
354.98,49.07,469.12,6.25,33.5,835.4,Standard Balanced NPK
400.71,31.52,419.7,5.58,39.9,1410.2,Standard Balanced NPK
186.83,41.18,337.22,5.52,34.7,558.3,Standard Balanced NPK
378.5,49.8,111.55,6.71,26.0,607.8,MOP (High K)
94.25,40.43,115.21,5.27,27.5,1458.0,Lime & Urea
388.58,57.37,96.45,7.53,16.5,1132.5,MOP (High K)
101.0,37.53,327.33,6.16,42.7,1181.6,Urea (High N)
208.91,20.17,102.0,5.95,17.6,514.4,Standard Balanced NPK
368.92,21.05,429.18,6.58,32.4,844.9,Standard Balanced NPK
109.97,5.44,496.83,6.94,41.1,539.0,Standard Balanced NPK
141.7,27.57,214.86,5.14,27.6,463.8,Lime & Urea
338.9,61.17,254.15,7.68,39.0,849.3,Standard Balanced NPK
338.01,64.56,370.25,8.47,39.1,1482.9,Standard Balanced NPK
306.46,20.19,471.72,5.75,16.8,400.5,Standard Balanced NPK
327.58,76.93,452.34,5.31,27.4,439.5,Lime & Urea
267.09,42.68,75.92,7.92,35.7,440.4,MOP (High K)
150.72,73.77,126.08,5.33,27.7,1208.4,Lime & Urea
188.28,58.01,389.57,4.69,31.4,814.7,Lime & Urea
122.64,59.18,360.0,7.29,32.8,638.7,Urea (High N)
413.38,11.38,109.95,5.58,19.5,1281.3,Standard Balanced NPK
283.36,21.5,275.93,5.27,27.4,516.5,Lime & Urea
210.34,5.66,401.37,8.92,15.9,649.1,Gypsum & DAP
234.8,58.71,148.45,5.81,19.5,203.1,MOP (High K)
428.91,30.83,442.08,8.57,30.4,266.5,Gypsum & DAP
111.34,64.0,73.84,5.3,32.2,291.4,Lime & Urea
284.49,30.42,401.99,8.19,19.4,585.8,Standard Balanced NPK
252.36,66.45,327.12,6.76,37.7,833.7,Standard Balanced NPK
294.58,14.8,191.84,4.85,26.2,101.0,Lime & Urea
57.24,18.0,374.42,7.8,42.6,365.9,Standard Balanced NPK
398.85,30.57,402.06,8.51,26.6,345.9,Gypsum & DAP
422.85,35.64,470.25,5.23,19.5,454.7,Lime & Urea
276.05,31.15,215.5,7.77,37.7,332.5,Standard Balanced NPK
328.66,62.27,358.71,6.5,32.0,373.2,Standard Balanced NPK
419.0,12.27,321.18,7.89,26.6,1477.4,DAP (High P)
332.9,31.34,286.34,7.71,25.7,932.6,Standard Balanced NPK
111.02,67.79,450.69,4.62,19.5,1167.8,Lime & Urea
280.52,10.01,51.43,5.3,25.2,1247.1,Lime & Urea
292.69,75.68,176.95,6.62,15.9,1034.8,Standard Balanced NPK
219.65,78.97,292.22,8.7,30.1,1085.7,Gypsum & DAP
344.58,11.64,130.23,6.04,41.9,985.2,Standard Balanced NPK
423.75,26.85,458.54,7.33,38.9,1009.1,Standard Balanced NPK
420.23,32.93,341.42,4.55,15.9,1399.8,Lime & Urea
230.34,63.23,265.05,7.7,41.4,360.0,Standard Balanced NPK
95.3,49.69,416.62,7.21,28.6,484.6,Urea (High N)
443.94,53.33,252.9,7.72,20.7,230.6,Standard Balanced NPK
385.56,61.81,301.39,8.57,37.6,1272.3,Gypsum & DAP
99.87,13.85,51.24,5.16,24.7,728.3,Lime & Urea
418.34,67.49,214.57,5.68,22.6,1369.9,Standard Balanced NPK
397.96,57.92,112.46,8.98,19.8,676.3,Gypsum & DAP
257.54,48.3,360.36,5.2,29.6,719.7,Lime & Urea
286.51,71.73,265.56,7.74,17.8,727.7,Standard Balanced NPK
